Materiale,Modulo_Young_MPa,Snervamento_MPa,Spessore_mm,Cava_V_mm,Raggio_Punzone_mm,Raggio_Matrice_mm,Angolo_Desiderato_deg,Corsa_Punzione_mm
Acciaio_Inox_304,198768.3,297.9,3.5,24,0.8,1.5,116.45,6.249
Alluminio_5052_H32,71354.4,198.8,2.5,20,2.0,1.0,114.88,5.352
Alluminio_5052_H32,73237.7,167.3,1.5,12,4.0,1.5,142.96,1.592
Acciaio_Inox_304,196432.2,300.1,6.2,50,2.0,2.0,87.9,21.387
Acciaio_Inox_304,191939.2,310.2,7.5,60,2.0,1.0,109.4,18.84
Alluminio_5052_H32,71549.6,180.7,4.9,40,0.8,2.0,134.32,7.803
Alluminio_5052_H32,69149.9,185.3,7.1,60,1.5,1.0,99.39,22.446
Acciaio_Mite_S235,211214.0,242.2,7.3,60,0.8,3.0,117.1,16.468
Alluminio_6061_T6,68783.9,253.8,5.9,50,1.5,1.0,144.59,7.725
Acciaio_Mite_S235,220585.5,221.1,2.9,24,1.5,1.0,91.36,9.49
Alluminio_5052_H32,70052.8,189.3,3.1,24,0.8,2.0,146.53,3.376
Alluminio_5052_H32,71484.7,164.6,6.5,50,4.0,1.0,147.69,6.677
Alluminio_6061_T6,70523.4,268.1,4.9,40,3.0,3.0,102.52,13.004
Alluminio_5052_H32,69328.3,193.9,7.9,60,3.0,1.5,130.61,12.474
Acciaio_Mite_S235,214827.0,227.5,6.9,60,0.8,2.0,130.71,12.859
Alluminio_6061_T6,68401.1,258.6,3.2,24,2.0,3.0,80.06,9.889
Alluminio_5052_H32,70044.5,179.5,3.4,24,1.5,1.5,131.11,4.658
Alluminio_6061_T6,71097.0,287.1,1.7,12,3.0,2.0,87.24,3.331
Alluminio_5052_H32,70259.1,203.3,3.1,24,1.5,1.5,133.5,4.591
Acciaio_Mite_S235,209477.5,232.4,5.5,40,3.0,3.0,85.67,16.202
Alluminio_5052_H32,69743.4,205.2,4.2,32,1.0,3.0,85.62,13.228
Acciaio_Mite_S235,213207.4,244.9,3.9,32,1.5,1.5,117.0,8.586
Acciaio_Mite_S235,211866.3,242.8,2.0,16,1.0,1.0,115.34,4.376
Acciaio_Inox_304,196286.9,294.7,1.4,12,4.0,3.0,107.43,2.309
Acciaio_Inox_304,190428.4,304.3,6.1,50,4.0,2.0,102.36,16.688
Alluminio_6061_T6,71541.6,256.8,6.7,50,3.0,1.0,106.16,15.982
Alluminio_6061_T6,70435.8,280.5,2.7,20,1.0,1.0,151.32,2.45
Alluminio_5052_H32,66777.1,184.0,1.7,12,2.0,1.0,88.07,4.136
Acciaio_Mite_S235,206739.7,217.1,7.1,60,1.0,3.0,105.33,20.011
Acciaio_Inox_304,188090.0,286.1,5.7,50,3.0,3.0,149.01,6.53
Acciaio_Mite_S235,212984.8,244.2,7.6,60,1.0,1.5,97.78,22.827
Acciaio_Mite_S235,209834.4,219.6,7.1,60,1.5,3.0,150.3,7.656
Acciaio_Inox_304,188480.1,264.3,2.1,16,0.8,1.5,105.1,4.92
Acciaio_Mite_S235,213552.6,227.9,1.7,12,1.0,3.0,157.78,1.057
Acciaio_Mite_S235,214414.4,233.2,3.1,24,0.8,3.0,103.48,7.537
Acciaio_Mite_S235,209995.6,225.2,2.7,20,3.0,2.0,136.01,3.526
Alluminio_5052_H32,72642.8,194.6,2.6,20,4.0,2.0,140.58,3.038
Alluminio_6061_T6,69257.5,266.0,6.4,50,1.0,1.5,137.29,9.094
Alluminio_5052_H32,69046.1,177.9,6.1,50,3.0,3.0,128.73,10.613
Acciaio_Mite_S235,219606.4,251.4,3.0,24,0.8,2.0,81.61,10.905
Acciaio_Inox_304,195290.8,273.9,1.8,16,3.0,3.0,93.25,4.593
Acciaio_Inox_304,195116.6,281.6,4.2,32,1.5,1.5,124.54,7.368
Alluminio_5052_H32,69097.3,188.4,4.4,32,4.0,3.0,94.96,10.552
Alluminio_6061_T6,69430.1,262.5,5.7,50,0.8,1.5,139.69,8.712
Alluminio_5052_H32,70009.3,165.7,6.5,50,1.0,1.0,134.44,9.824
Alluminio_6061_T6,68922.3,280.2,2.9,24,2.0,2.0,156.39,2.499
Acciaio_Mite_S235,213585.4,235.3,7.1,60,4.0,3.0,133.95,11.51
Alluminio_6061_T6,70241.3,256.0,3.6,32,1.0,1.0,80.8,15.901
Acciaio_Mite_S235,205295.7,238.8,5.7,50,3.0,1.0,120.36,12.875
Acciaio_Mite_S235,212048.1,224.5,1.9,16,3.0,3.0,89.32,4.78
Acciaio_Inox_304,193597.2,272.7,1.5,12,1.0,3.0,143.45,1.676
Acciaio_Inox_304,197660.7,294.7,7.2,60,0.8,2.0,134.58,11.519
Alluminio_6061_T6,69126.2,291.0,3.3,24,4.0,3.0,147.64,3.09
Acciaio_Mite_S235,202648.7,225.5,3.4,24,0.8,3.0,131.21,4.854
Acciaio_Inox_304,191835.8,282.5,7.4,60,1.5,1.5,157.87,5.747
Alluminio_5052_H32,72357.5,200.6,1.9,16,2.0,3.0,121.99,3.484
Alluminio_5052_H32,71219.6,195.0,3.0,24,0.8,2.0,114.58,6.457
Alluminio_6061_T6,68067.4,304.7,5.7,50,0.8,1.0,137.05,9.327
Alluminio_5052_H32,71194.1,204.8,3.5,24,2.0,1.5,98.28,8.076
Alluminio_5052_H32,71458.0,202.0,7.1,60,4.0,1.5,127.25,13.501
Alluminio_6061_T6,69803.0,297.8,6.4,50,4.0,3.0,87.12,20.208
Alluminio_6061_T6,69949.3,287.6,5.4,40,0.8,1.0,95.67,15.709
Alluminio_6061_T6,68294.8,264.7,3.5,24,3.0,1.5,83.11,9.6
Acciaio_Mite_S235,212428.9,257.6,6.3,50,1.5,1.5,119.0,13.271
Acciaio_Inox_304,194220.1,282.9,4.1,32,0.8,1.0,121.64,8.159
Acciaio_Mite_S235,214405.9,218.1,5.9,50,0.8,3.0,154.79,5.227
Acciaio_Inox_304,183683.3,313.3,1.9,16,3.0,2.0,94.76,4.993
Acciaio_Mite_S235,205266.8,229.3,7.8,60,3.0,1.0,146.68,8.391
Acciaio_Mite_S235,215291.2,241.8,4.9,40,2.0,1.0,85.22,17.947
Alluminio_5052_H32,69590.4,183.4,4.1,32,1.5,1.0,86.82,13.989
Acciaio_Mite_S235,207514.0,247.7,4.4,32,1.5,1.5,136.47,5.715
Acciaio_Mite_S235,214931.2,226.6,2.1,16,2.0,1.0,122.58,3.528
Acciaio_Inox_304,190585.3,272.7,1.6,12,2.0,1.5,114.49,2.791
Acciaio_Inox_304,191308.1,272.5,4.0,32,0.8,1.5,122.84,7.773
Acciaio_Inox_304,188817.6,289.2,6.0,50,4.0,1.5,132.0,10.081
Alluminio_5052_H32,68623.8,190.8,7.2,60,4.0,2.0,121.62,14.8
Acciaio_Mite_S235,207231.0,241.0,2.8,24,1.5,2.0,152.9,2.597
Alluminio_6061_T6,70149.5,292.0,5.5,40,1.5,1.5,125.36,9.456
Alluminio_5052_H32,70030.8,199.6,6.1,50,1.5,2.0,107.42,16.123
Acciaio_Mite_S235,209664.7,234.8,6.1,50,1.0,2.0,139.52,8.697
Acciaio_Inox_304,189530.1,329.8,5.0,40,4.0,2.0,100.44,13.361
Acciaio_Mite_S235,211348.8,223.7,3.4,24,4.0,1.0,110.72,6.332
Acciaio_Mite_S235,205229.5,237.3,3.5,24,4.0,2.0,84.34,8.575
Alluminio_6061_T6,70241.0,261.2,5.9,50,3.0,2.0,106.3,15.881
Acciaio_Inox_304,191570.6,296.2,4.2,32,3.0,1.5,103.09,10.073
Acciaio_Inox_304,193601.7,275.2,2.7,20,2.0,2.0,151.42,2.269
Acciaio_Inox_304,190844.4,247.8,4.1,32,0.8,1.5,152.07,3.74
Acciaio_Inox_304,193267.8,312.8,7.9,60,3.0,1.5,91.55,24.131
Alluminio_5052_H32,69731.8,179.7,5.9,50,1.0,2.0,126.54,11.596
Acciaio_Mite_S235,212940.8,230.4,7.8,60,1.5,3.0,138.27,10.592
Alluminio_6061_T6,68227.7,269.0,4.6,40,4.0,1.5,113.6,11.117
Alluminio_5052_H32,69004.7,201.6,5.1,40,1.5,1.0,104.66,13.419
Acciaio_Mite_S235,211779.0,236.1,6.0,50,4.0,3.0,106.9,15.281
Acciaio_Mite_S235,218071.0,223.9,2.2,16,3.0,1.0,127.87,3.109
Acciaio_Mite_S235,206111.5,244.8,6.9,60,0.8,1.5,95.57,24.072
Alluminio_5052_H32,72312.2,196.5,2.5,20,3.0,3.0,153.52,1.97
Acciaio_Mite_S235,214284.0,244.4,5.8,50,1.0,2.0,80.8,24.58
Alluminio_5052_H32,71133.2,182.0,6.3,50,4.0,1.5,102.06,16.817
Alluminio_6061_T6,68005.1,286.5,1.5,12,2.0,3.0,84.11,3.432
Alluminio_5052_H32,69605.6,194.2,1.6,12,1.0,1.0,108.52,3.599
Alluminio_6061_T6,68759.8,286.1,4.9,40,1.0,1.0,80.95,19.656
Acciaio_Inox_304,195200.2,302.5,2.7,20,4.0,1.5,133.71,3.542
Acciaio_Mite_S235,209040.2,227.6,1.7,12,1.0,3.0,159.2,1.208
Acciaio_Inox_304,186571.2,287.4,4.6,40,3.0,1.0,141.36,6.419
Alluminio_5052_H32,69602.8,201.9,7.3,60,1.0,3.0,136.93,11.047
Alluminio_6061_T6,67534.2,261.1,6.3,50,1.5,2.0,123.46,12.133
Alluminio_6061_T6,68559.4,257.1,5.7,50,2.0,1.5,142.42,8.021
Acciaio_Mite_S235,207668.3,246.2,2.5,20,4.0,3.0,149.98,2.31
Alluminio_6061_T6,67657.9,270.5,2.9,24,4.0,1.0,106.9,6.921
Alluminio_6061_T6,68913.5,294.5,1.4,12,3.0,3.0,84.39,2.909
Alluminio_5052_H32,71098.5,186.8,5.0,40,2.0,2.0,111.56,11.752
Acciaio_Inox_304,189601.3,289.1,3.3,24,3.0,1.0,141.1,3.828
Acciaio_Inox_304,188442.1,308.6,6.6,50,1.5,2.0,136.67,9.104
Alluminio_6061_T6,66594.5,273.3,3.8,32,1.0,1.0,158.27,2.898
Alluminio_5052_H32,68500.8,185.7,3.7,32,0.8,3.0,123.57,7.511
Acciaio_Mite_S235,219203.6,226.4,2.9,24,4.0,2.0,131.08,4.552
Alluminio_6061_T6,70715.7,279.4,3.9,32,3.0,1.5,88.34,12.687
Alluminio_5052_H32,71317.5,184.2,7.2,60,4.0,1.0,92.1,24.091
Alluminio_5052_H32,70924.7,176.3,5.1,40,1.5,2.0,82.0,18.554
Alluminio_5052_H32,70305.7,199.3,3.5,24,1.0,1.0,89.62,9.649
Acciaio_Inox_304,188611.9,304.7,5.8,50,1.0,1.0,132.78,10.322
Acciaio_Inox_304,190545.1,270.3,2.1,16,0.8,1.0,112.92,4.426
Acciaio_Mite_S235,205911.7,240.3,3.3,24,1.0,1.5,110.42,6.955
Alluminio_5052_H32,67415.2,184.4,4.9,40,2.0,1.0,94.97,15.525
Alluminio_6061_T6,68919.9,246.4,7.9,60,2.0,2.0,119.25,15.63
Alluminio_6061_T6,69339.2,257.7,2.9,24,0.8,1.0,140.4,3.922
Alluminio_6061_T6,69043.1,286.8,5.0,40,0.8,1.5,83.13,18.957
Alluminio_6061_T6,68708.4,278.3,5.8,50,1.5,3.0,153.84,5.501
Alluminio_5052_H32,68989.6,186.9,7.1,60,2.0,1.0,109.11,18.876
Alluminio_5052_H32,71131.4,177.6,4.3,32,1.0,1.0,94.93,12.435
Acciaio_Mite_S235,206043.1,232.7,6.6,50,4.0,2.0,152.55,5.725
Acciaio_Mite_S235,201655.7,233.7,5.0,40,0.8,1.5,91.13,16.549
Acciaio_Mite_S235,210717.7,240.7,4.2,32,0.8,1.5,106.16,10.626
Alluminio_5052_H32,68061.5,179.4,6.5,50,3.0,2.0,127.26,11.118
Acciaio_Inox_304,187583.4,286.2,6.2,50,0.8,3.0,134.51,9.7
Acciaio_Mite_S235,204478.7,244.3,2.7,20,4.0,1.0,111.5,5.168
Acciaio_Mite_S235,200965.9,239.5,3.1,24,3.0,1.0,97.01,8.329
Alluminio_6061_T6,68347.3,309.1,4.7,40,2.0,1.5,142.47,6.383
Acciaio_Inox_304,193771.4,311.9,4.4,32,4.0,3.0,95.41,10.555
Alluminio_5052_H32,69633.2,203.3,1.2,10,4.0,2.0,99.95,1.98
Alluminio_5052_H32,68788.8,215.3,3.7,32,3.0,3.0,130.33,6.426
Acciaio_Inox_304,201140.2,274.1,3.4,24,0.8,2.0,113.6,6.687
Acciaio_Inox_304,193303.0,290.2,5.1,40,2.0,2.0,130.01,8.468
Alluminio_6061_T6,69191.4,284.9,5.1,40,1.5,1.0,151.82,4.831
Alluminio_6061_T6,70930.5,274.2,4.6,40,0.8,3.0,120.22,10.23
Alluminio_5052_H32,70924.2,191.4,5.9,50,4.0,3.0,107.3,15.291
Alluminio_5052_H32,70074.1,195.5,5.2,40,1.5,3.0,137.21,7.166
Acciaio_Mite_S235,208138.0,237.3,1.1,8,3.0,1.5,97.97,1.755
Alluminio_6061_T6,72022.4,267.6,7.7,60,1.0,1.0,147.54,8.349
Alluminio_6061_T6,71869.8,282.6,3.5,24,3.0,1.5,153.0,2.627
Alluminio_5052_H32,71769.4,200.3,3.1,24,2.0,1.5,116.02,6.359
Acciaio_Inox_304,192232.9,281.9,5.5,40,4.0,3.0,129.01,8.25
Alluminio_6061_T6,70687.8,292.1,1.7,12,1.5,2.0,104.87,3.161
Acciaio_Mite_S235,211168.9,230.1,2.4,20,2.0,1.5,150.86,2.402
Alluminio_6061_T6,70956.5,288.3,7.9,60,1.5,2.0,127.8,13.421
Alluminio_6061_T6,72781.7,256.7,5.1,40,1.0,1.5,108.64,12.604
Acciaio_Inox_304,192500.5,298.9,3.0,24,0.8,2.0,86.73,10.132
Acciaio_Inox_304,198134.3,284.4,4.6,40,0.8,3.0,143.51,6.025
Acciaio_Mite_S235,206287.9,232.6,7.3,60,3.0,1.5,139.6,10.236
Acciaio_Inox_304,187315.9,298.3,1.6,12,0.8,2.0,115.84,2.944
Alluminio_6061_T6,68949.2,277.0,3.5,24,1.5,1.5,151.89,2.698
Acciaio_Mite_S235,203991.4,259.7,2.2,16,3.0,1.0,83.12,5.921
Alluminio_6061_T6,67848.0,262.4,7.7,60,2.0,1.0,151.6,7.105
Acciaio_Mite_S235,208488.5,240.2,2.7,20,1.5,1.0,137.97,3.431
Acciaio_Mite_S235,206223.6,239.0,7.8,60,3.0,3.0,112.46,17.256
Acciaio_Inox_304,193770.0,269.8,1.7,12,0.8,3.0,81.73,3.899
Acciaio_Inox_304,193472.3,298.5,6.7,50,4.0,1.0,122.8,12.076
Acciaio_Inox_304,197243.7,288.7,1.6,12,1.5,2.0,146.45,1.638
Acciaio_Inox_304,189358.4,310.4,3.4,24,2.0,1.5,108.61,6.935
Acciaio_Mite_S235,211002.3,233.4,5.8,50,0.8,1.5,82.45,24.263
Alluminio_6061_T6,67778.7,247.5,3.7,32,2.0,1.5,153.55,3.573
Acciaio_Mite_S235,205479.3,227.9,5.5,40,4.0,3.0,93.68,14.167
Acciaio_Inox_304,186876.0,289.5,5.4,40,3.0,3.0,130.11,8.196
Alluminio_5052_H32,72180.5,206.1,1.1,8,0.8,1.5,128.05,1.588
Acciaio_Mite_S235,212610.8,249.6,5.1,40,3.0,3.0,138.4,6.828
Acciaio_Mite_S235,207366.8,231.3,3.8,32,0.8,1.0,100.98,11.519
Acciaio_Mite_S235,202358.4,243.3,7.6,60,1.5,2.0,98.73,22.214
Acciaio_Inox_304,191124.2,270.5,2.1,16,0.8,1.0,114.97,4.451
Alluminio_5052_H32,68350.2,187.8,7.4,60,1.5,1.0,126.78,13.806
Alluminio_6061_T6,70223.7,284.4,5.2,40,4.0,1.0,110.95,11.658
Acciaio_Inox_304,195002.1,283.9,4.5,32,3.0,2.0,83.67,13.29
Acciaio_Inox_304,193548.1,301.4,5.3,40,1.0,3.0,132.82,7.998
Alluminio_6061_T6,68291.0,284.6,7.5,60,3.0,1.5,141.28,9.787
Acciaio_Mite_S235,212261.2,242.8,7.2,60,0.8,1.5,136.43,11.271
Acciaio_Mite_S235,205518.3,215.7,6.3,50,1.0,3.0,80.64,23.826
Alluminio_5052_H32,67563.7,201.5,2.6,20,1.5,1.0,111.53,5.753
Alluminio_5052_H32,68420.0,190.6,4.5,32,3.0,1.5,103.63,10.122
Alluminio_5052_H32,70316.2,211.2,4.0,32,1.0,1.0,146.34,4.527
Alluminio_6061_T6,69067.5,260.9,6.5,50,3.0,1.0,120.32,12.628
Acciaio_Mite_S235,205088.4,233.8,7.9,60,1.0,2.0,142.63,9.499
Alluminio_6061_T6,69415.9,282.4,2.9,24,3.0,3.0,90.39,8.267
Acciaio_Mite_S235,206357.5,235.3,3.5,24,3.0,2.0,89.99,8.527
Acciaio_Mite_S235,206531.2,220.1,7.0,60,4.0,1.5,126.49,13.707
Acciaio_Inox_304,193127.4,273.0,6.8,50,1.0,1.0,128.47,11.01
Alluminio_5052_H32,70844.9,184.4,1.1,8,4.0,1.0,141.4,1.073
Alluminio_6061_T6,67650.8,274.2,1.5,12,1.0,2.0,92.28,4.043
Acciaio_Mite_S235,212818.6,246.8,4.8,40,1.0,3.0,120.3,10.086
Acciaio_Inox_304,194188.7,303.1,3.3,24,1.5,1.5,92.38,8.993
Alluminio_6061_T6,66961.1,307.3,3.1,24,2.0,1.5,88.08,9.568
Acciaio_Inox_304,196792.1,281.0,4.9,40,3.0,2.0,150.58,4.922
Alluminio_6061_T6,68471.3,274.5,2.5,20,3.0,3.0,85.29,6.882
Alluminio_6061_T6,66410.5,280.2,4.3,32,4.0,1.5,97.13,10.906
Acciaio_Inox_304,196660.3,279.9,5.0,40,3.0,2.0,147.86,5.203
Acciaio_Inox_304,197848.6,328.8,6.7,50,0.8,1.0,129.95,10.82
Alluminio_5052_H32,70281.9,206.3,4.6,40,4.0,1.0,106.11,12.511
Alluminio_6061_T6,69843.1,258.7,6.1,50,3.0,2.0,84.75,22.167
Alluminio_5052_H32,69933.2,211.7,4.7,40,3.0,1.5,140.05,6.581
Alluminio_5052_H32,71265.6,193.0,2.2,16,1.5,1.0,93.46,5.657
Acciaio_Inox_304,193831.1,287.0,5.9,50,2.0,3.0,108.94,15.439
Acciaio_Inox_304,191060.5,287.6,1.3,10,1.0,2.0,117.1,2.3
Alluminio_5052_H32,73727.9,210.5,4.1,32,4.0,1.0,122.8,7.34
Acciaio_Mite_S235,209860.9,232.3,2.3,20,0.8,3.0,128.83,4.051
Acciaio_Inox_304,187148.9,294.5,6.5,50,0.8,1.0,123.29,12.481
Alluminio_5052_H32,71224.3,177.3,6.0,50,2.0,3.0,149.64,6.431
Acciaio_Mite_S235,208077.1,233.3,1.4,12,1.5,1.0,103.51,3.615
Acciaio_Inox_304,192160.3,265.9,5.6,40,0.8,2.0,124.69,9.434
Alluminio_6061_T6,71435.4,261.1,2.8,24,2.0,1.0,132.17,4.851
Alluminio_5052_H32,73331.8,194.6,5.5,40,1.5,1.0,104.4,13.399
Alluminio_6061_T6,67696.3,270.8,2.1,16,1.0,3.0,115.1,3.878
Alluminio_5052_H32,69192.0,201.1,3.0,24,3.0,2.0,114.1,6.174
Acciaio_Inox_304,195686.3,283.0,4.7,40,2.0,1.0,87.76,17.291
Acciaio_Mite_S235,212597.6,221.3,5.7,50,4.0,3.0,102.0,16.617
Acciaio_Mite_S235,207372.5,242.5,3.1,24,4.0,2.0,107.1,6.676
Alluminio_5052_H32,72277.8,208.7,8.0,60,1.5,2.0,140.52,9.932
Alluminio_5052_H32,68873.6,201.0,7.2,60,1.5,3.0,103.95,20.271
Acciaio_Inox_304,191921.1,287.4,3.4,24,3.0,3.0,156.5,2.24
Alluminio_5052_H32,68912.7,195.4,3.6,32,3.0,1.0,153.73,3.477
Acciaio_Mite_S235,206301.9,205.1,2.3,20,4.0,1.5,138.4,3.341
Alluminio_6061_T6,68520.6,263.2,1.1,8,1.0,1.0,156.8,0.628
Alluminio_6061_T6,67084.4,269.9,6.3,50,1.0,1.5,96.65,19.217
Alluminio_6061_T6,68303.8,269.0,3.5,24,1.0,3.0,125.27,5.336
Acciaio_Inox_304,193862.0,295.0,1.1,8,2.0,2.0,86.44,1.833
Alluminio_6061_T6,69899.2,267.4,5.6,40,2.0,1.5,115.32,10.945
Acciaio_Mite_S235,213047.5,217.1,4.0,32,1.0,2.0,107.68,9.894
Alluminio_6061_T6,69907.8,278.4,3.9,32,0.8,2.0,110.37,9.644
Alluminio_6061_T6,66606.4,271.7,5.3,40,1.0,1.5,83.13,18.572
Acciaio_Mite_S235,209372.4,242.3,7.4,60,0.8,2.0,155.09,6.445
Acciaio_Inox_304,192686.9,263.2,6.9,60,3.0,3.0,114.69,16.882
Acciaio_Inox_304,193006.9,293.6,7.7,60,1.5,1.0,155.07,6.376
Alluminio_5052_H32,69460.4,164.5,6.2,50,1.0,1.0,113.42,14.782
Acciaio_Mite_S235,210240.2,249.2,4.5,32,3.0,2.0,113.51,8.719
Acciaio_Mite_S235,210443.8,224.9,1.9,16,1.5,1.0,83.82,6.713
Alluminio_6061_T6,67663.5,281.0,3.8,32,0.8,1.5,113.99,9.455
Acciaio_Inox_304,195807.6,308.8,7.0,60,4.0,3.0,132.71,11.832
Alluminio_5052_H32,72659.4,181.2,3.1,24,0.8,3.0,88.73,9.379
Acciaio_Inox_304,201346.7,281.0,6.3,50,3.0,3.0,104.38,16.337
Acciaio_Mite_S235,208011.9,236.5,2.2,16,0.8,1.0,100.35,5.419
Acciaio_Mite_S235,202934.2,223.4,7.1,60,4.0,1.0,141.1,9.786
Acciaio_Mite_S235,207195.7,224.5,1.3,10,4.0,1.5,128.28,1.66
Alluminio_6061_T6,71356.1,279.2,3.7,32,0.8,3.0,121.08,7.828
Acciaio_Mite_S235,216140.7,236.1,5.3,40,0.8,1.5,143.16,6.087
Acciaio_Mite_S235,208245.4,219.9,7.2,60,4.0,1.5,91.07,24.33
Alluminio_5052_H32,70500.2,203.3,6.4,50,2.0,1.5,111.34,15.043
Acciaio_Mite_S235,215439.4,227.2,6.9,60,4.0,2.0,110.28,18.215
Acciaio_Inox_304,189288.4,308.3,6.4,50,1.0,2.0,87.5,21.952
Alluminio_5052_H32,68637.6,193.1,5.7,50,3.0,1.0,87.84,21.979
Acciaio_Inox_304,199890.1,283.5,1.7,12,3.0,2.0,148.28,1.419
Alluminio_6061_T6,68020.6,274.3,7.1,60,1.5,2.0,140.01,10.302
Acciaio_Inox_304,201697.4,262.5,1.8,16,2.0,1.5,158.06,1.408
Alluminio_5052_H32,71737.6,172.3,7.2,60,3.0,2.0,120.49,15.324
Alluminio_6061_T6,70695.0,259.5,5.3,40,1.0,3.0,101.96,13.589
Acciaio_Inox_304,195563.2,298.1,3.7,32,1.5,2.0,155.23,3.341
Alluminio_6061_T6,67437.0,298.5,1.2,10,0.8,2.0,119.28,2.394
Alluminio_6061_T6,68181.7,284.5,7.7,60,3.0,1.5,96.97,22.511
Acciaio_Mite_S235,207950.2,242.6,1.9,16,3.0,3.0,158.55,1.42
Acciaio_Mite_S235,216132.1,225.7,4.8,40,4.0,2.0,131.67,7.992
Alluminio_5052_H32,69276.7,183.3,6.9,60,2.0,1.5,140.79,10.191
Acciaio_Inox_304,193916.2,298.7,6.4,50,3.0,2.0,115.49,13.586
Acciaio_Inox_304,199457.7,284.8,1.6,12,3.0,1.0,134.03,2.198
Acciaio_Inox_304,192261.4,318.8,3.2,24,1.0,1.5,109.27,7.28
Acciaio_Mite_S235,214209.5,220.1,5.9,50,1.0,1.0,132.03,10.407
Acciaio_Mite_S235,207326.7,235.0,7.6,60,1.0,3.0,84.04,27.627
Alluminio_5052_H32,71015.2,168.9,3.4,24,0.8,3.0,146.77,3.303
Acciaio_Mite_S235,212110.3,230.5,4.6,40,4.0,3.0,88.69,15.49
Alluminio_5052_H32,68620.0,191.6,2.4,20,3.0,2.0,94.64,6.458
Alluminio_5052_H32,69826.7,182.8,7.8,60,3.0,3.0,142.65,9.325
Alluminio_6061_T6,68684.5,277.3,7.2,60,1.5,2.0,94.01,23.975
Alluminio_6061_T6,69110.2,271.3,4.1,32,2.0,1.5,117.79,8.46
Acciaio_Inox_304,192309.0,285.1,1.3,10,3.0,3.0,99.31,1.939
Alluminio_6061_T6,69265.0,270.3,1.4,12,0.8,2.0,135.14,2.269
Alluminio_6061_T6,70591.7,274.8,3.4,24,1.5,2.0,83.88,9.901
Acciaio_Mite_S235,205380.9,246.4,6.5,50,0.8,1.5,150.46,6.26
Alluminio_5052_H32,68626.3,195.7,1.9,16,2.0,3.0,122.36,3.414
Alluminio_5052_H32,67747.2,181.2,2.7,20,2.0,2.0,95.9,6.67
Alluminio_6061_T6,69806.5,278.9,3.3,24,0.8,1.0,129.48,5.044
Acciaio_Mite_S235,204467.1,236.6,1.6,12,3.0,3.0,123.16,2.117
Alluminio_6061_T6,69531.1,285.9,4.8,40,2.0,1.0,157.38,3.862
Alluminio_6061_T6,69859.3,270.0,4.1,32,1.0,1.0,99.3,11.799
Alluminio_6061_T6,70594.4,273.4,6.5,50,4.0,2.0,83.23,21.875
Alluminio_5052_H32,69767.5,188.8,6.1,50,0.8,2.0,150.63,6.326
Acciaio_Mite_S235,214921.8,224.6,1.7,12,1.5,3.0,148.64,1.459
Acciaio_Mite_S235,213464.9,224.4,7.7,60,4.0,3.0,83.01,26.307
Acciaio_Mite_S235,210466.2,215.5,5.0,40,3.0,2.0,154.46,4.378
Acciaio_Mite_S235,205145.8,230.5,3.8,32,4.0,1.0,131.04,6.372
Acciaio_Mite_S235,208194.7,242.9,5.6,40,2.0,1.5,136.93,7.041
Acciaio_Mite_S235,209545.1,232.6,7.9,60,1.5,2.0,120.02,15.513
Acciaio_Inox_304,194480.1,293.6,6.4,50,1.5,1.0,130.31,10.673
Acciaio_Inox_304,198592.3,286.7,1.7,12,1.0,3.0,159.68,1.022
Acciaio_Inox_304,199831.5,302.2,6.0,50,3.0,1.0,148.88,6.492
Acciaio_Mite_S235,207554.5,207.5,2.3,20,0.8,2.0,129.09,4.204
Alluminio_6061_T6,70300.1,281.0,7.0,60,0.8,1.0,146.12,8.773
Alluminio_5052_H32,69123.7,193.5,5.5,40,4.0,2.0,144.78,5.756
Alluminio_6061_T6,67537.5,275.9,4.5,32,4.0,2.0,95.22,10.909
Alluminio_6061_T6,67932.0,272.6,5.4,40,0.8,1.0,85.43,18.281
Acciaio_Mite_S235,209352.7,236.4,5.3,40,1.0,1.5,100.66,14.294
Acciaio_Inox_304,193316.8,283.9,6.2,50,1.0,3.0,100.53,17.723
Alluminio_5052_H32,69463.3,204.5,4.3,32,4.0,1.5,98.63,10.556
Alluminio_5052_H32,69775.1,187.2,2.5,20,1.0,3.0,123.42,4.577
Acciaio_Mite_S235,205274.6,233.8,1.7,12,4.0,3.0,84.22,2.284
Acciaio_Mite_S235,210227.8,243.7,2.7,20,4.0,3.0,139.79,2.983
Alluminio_6061_T6,65852.6,275.0,3.3,24,1.5,1.0,150.25,2.982
Acciaio_Inox_304,190300.3,302.3,6.8,50,1.5,1.0,151.42,6.175
Acciaio_Inox_304,189950.5,304.1,6.1,50,1.5,3.0,100.43,17.591
Alluminio_6061_T6,70278.9,280.9,1.4,12,0.8,1.0,99.71,4.034
Alluminio_6061_T6,69334.3,281.0,3.8,32,2.0,1.5,134.87,6.101
Alluminio_5052_H32,72061.1,196.3,3.7,32,1.0,3.0,124.49,7.403
Alluminio_6061_T6,70406.6,273.7,1.9,16,1.5,1.5,141.97,2.384
Acciaio_Inox_304,188170.3,285.3,6.4,50,1.5,2.0,108.69,15.661
Acciaio_Mite_S235,209650.1,242.6,5.7,50,1.0,1.5,110.57,15.532
Acciaio_Inox_304,190233.5,277.7,5.4,40,3.0,3.0,112.97,10.881
Alluminio_6061_T6,68951.3,295.3,6.4,50,2.0,2.0,114.72,13.926
